,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Decade,NA_Cumulative_Sales,Cumulative_NA_Sales,Cumulative_JP_Sales
22598,80.0,Halo 2,XB,2004.0,Shooter,Microsoft Game Studios,6.82,1.53,0.05,0.08,8.49,,,199.09000000000037,0.16999999999999998
23068,130.0,Halo: Combat Evolved,XB,2001.0,Shooter,Microsoft Game Studios,4.98,1.3,0.08,0.07,6.43,00s,,204.07000000000036,0.25
23100,776.0,Project Gotham Racing,XB,2001.0,Racing,Microsoft Game Studios,1.37,0.61,0.05,0.09,2.12,00s,,205.44000000000037,0.3
23119,465.0,Tom Clancy's Splinter Cell,XB,2002.0,Action,Ubisoft,1.85,1.04,0.0,0.13,3.02,00s,,207.29000000000036,0.3
23124,508.0,The Elder Scrolls III: Morrowind,XB,2002.0,Role-Playing,Ubisoft,2.09,0.63,0.03,0.11,2.86,00s,,209.38000000000036,0.32999999999999996
23136,789.0,Project Gotham Racing (JP weekly sales),XB,2002.0,Action,Microsoft Game Studios,1.54,0.44,0.04,0.07,2.1,00s,,210.92000000000036,0.36999999999999994
23161,618.0,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,XB,2003.0,Action,Take-Two Interactive,1.84,0.56,0.0,0.09,2.49,00s,,212.76000000000036,0.36999999999999994
23165,744.0,Star Wars: Knights of the Old Republic,XB,2003.0,Role-Playing,Activision,1.68,0.44,0.0,0.08,2.19,00s,,214.44000000000037,0.36999999999999994
23174,80.0,Halo 2,XB,2004.0,Shooter,Microsoft Game Studios,6.82,1.53,0.05,0.08,8.49,00s,,221.26000000000036,0.41999999999999993
23188,569.0,Fable,XB,2004.0,Role-Playing,Microsoft Game Studios,1.99,0.58,0.0,0.09,2.66,00s,,223.25000000000037,0.41999999999999993
23197,698.0,Need for Speed Underground 2,XB,2004.0,Racing,Electronic Arts,1.38,0.8,0.0,0.1,2.28,00s,,224.63000000000036,0.41999999999999993
23814,2693.0,Driv3r,XB,2004.0,Racing,Atari,0.36,0.38,0.0,0.03,0.76,,,224.99000000000038,0.41999999999999993
26714,2085.0,NFL Fever 2002,XB,2000.0,Sports,Microsoft Game Studios,0.74,0.21,0.0,0.04,0.99,00s,,225.7300000000004,0.41999999999999993
27013,130.0,Halo: Combat Evolved,XB,2001.0,Shooter,Microsoft Game Studios,4.98,1.3,0.08,0.07,6.43,00s,,230.71000000000038,0.49999999999999994
27045,776.0,Project Gotham Racing,XB,2001.0,Racing,Microsoft Game Studios,1.37,0.61,0.05,0.09,2.12,00s,,232.08000000000038,0.5499999999999999
27058,987.0,Dead or Alive 3,XB,2001.0,Fighting,Microsoft Game Studios,1.19,0.29,0.24,0.06,1.77,00s,,233.27000000000038,0.7899999999999999
27081,1648.0,Max Payne,XB,2001.0,Shooter,Take-Two Interactive,0.98,0.19,0.0,0.05,1.22,00s,,234.25000000000037,0.7899999999999999
27082,1654.0,Fuzion Frenzy,XB,2001.0,Misc,Microsoft Game Studios,0.93,0.24,0.0,0.04,1.21,00s,,235.18000000000038,0.7899999999999999
27092,1980.0,The Simpsons: Road Rage,XB,2001.0,Racing,Electronic Arts,0.78,0.26,0.0,0.01,1.05,00s,,235.96000000000038,0.7899999999999999
27102,2517.0,Amped: Freestyle Snowboarding,XB,2001.0,Sports,Microsoft Game Studios,0.69,0.11,0.0,0.02,0.82,00s,,236.65000000000038,0.7899999999999999
27114,2807.0,Oddworld: Munch's Oddysee,XB,2001.0,Platform,Atari,0.54,0.16,0.0,0.03,0.73,00s,,237.19000000000037,0.7899999999999999
27118,2911.0,Star Wars: Obi-Wan,XB,2001.0,Action,Activision,0.52,0.16,0.0,0.02,0.7,00s,,237.71000000000038,0.7899999999999999
27123,3192.0,Tony Hawk's Pro Skater 2x,XB,2001.0,Sports,Activision,0.41,0.19,0.0,0.03,0.63,00s,,238.12000000000037,0.7899999999999999
27133,3539.0,Blood Wake,XB,2001.0,Shooter,Microsoft Game Studios,0.43,0.12,0.0,0.02,0.57,00s,,238.55000000000038,0.7899999999999999
27172,4503.0,SSX Tricky,XB,2001.0,Sports,Electronic Arts,0.32,0.09,0.0,0.02,0.43,00s,,238.87000000000037,0.7899999999999999
27180,4674.0,Star Wars Starfighter: Special Edition,XB,2001.0,Simulation,LucasArts,0.3,0.1,0.0,0.02,0.42,00s,,239.17000000000039,0.7899999999999999
27189,4862.0,NBA Live 2002,XB,2001.0,Sports,Electronic Arts,0.35,0.03,0.0,0.02,0.4,00s,,239.52000000000038,0.7899999999999999
27200,5264.0,Shrek,XB,2001.0,Platform,TDK Mediactive,0.25,0.1,0.0,0.01,0.36,00s,,239.77000000000038,0.7899999999999999
27206,5480.0,NASCAR Thunder 2002,XB,2001.0,Racing,Electronic Arts,0.25,0.07,0.0,0.01,0.33,00s,,240.02000000000038,0.7899999999999999
27227,6203.0,Silent Hill 2: Restless Dreams,XB,2001.0,Action,Konami Digital Entertainment,0.21,0.06,0.0,0.01,0.28,00s,,240.2300000000004,0.7899999999999999
27234,6283.0,NHL Hitz 20-02,XB,2001.0,Sports,Midway Games,0.2,0.06,0.0,0.01,0.27,00s,,240.43000000000038,0.7899999999999999
27237,6341.0,NHL 2002,XB,2001.0,Sports,Electronic Arts,0.2,0.06,0.0,0.01,0.27,00s,,240.63000000000036,0.7899999999999999
27246,6644.0,Exhibition,XB,2001.0,Misc,Microsoft Game Studios,0.19,0.05,0.0,0.01,0.25,00s,,240.82000000000036,0.7899999999999999
27254,6849.0,Azurik: Rise of Perathia,XB,2001.0,Action,Microsoft Game Studios,0.18,0.05,0.0,0.01,0.24,00s,,241.00000000000037,0.7899999999999999
27255,6903.0,4x4 EVO 2,XB,2001.0,Racing,Gathering of Developers,0.18,0.05,0.0,0.01,0.24,00s,,241.18000000000038,0.7899999999999999
27272,7516.0,NASCAR Heat 2002,XB,2001.0,Racing,Infogrames,0.15,0.04,0.0,0.01,0.2,00s,,241.33000000000038,0.7899999999999999
27275,7671.0,Dave Mirra Freestyle BMX 2,XB,2001.0,Sports,Acclaim Entertainment,0.15,0.04,0.0,0.01,0.2,00s,,241.4800000000004,0.7899999999999999
27285,8045.0,AirForce Delta Storm,XB,2001.0,Shooter,Konami Digital Entertainment,0.14,0.04,0.0,0.01,0.18,00s,,241.62000000000037,0.7899999999999999
27287,8082.0,Test Drive Off-Road Wide Open,XB,2001.0,Racing,Infogrames,0.15,0.03,0.0,0.01,0.18,00s,,241.77000000000038,0.7899999999999999
27322,8973.0,Mad Dash Racing,XB,2001.0,Racing,Eidos Interactive,0.11,0.03,0.0,0.01,0.15,00s,,241.8800000000004,0.7899999999999999
27347,9460.0,MX 2002 Featuring Ricky Carmichael,XB,2001.0,Racing,THQ,0.1,0.03,0.0,0.0,0.13,00s,,241.9800000000004,0.7899999999999999
27356,9787.0,Cel Damage,XB,2001.0,Racing,Electronic Arts,0.09,0.03,0.0,0.0,0.12,00s,,242.0700000000004,0.7899999999999999
27363,9968.0,Arctic Thunder,XB,2001.0,Racing,Midway Games,0.09,0.02,0.0,0.0,0.12,00s,,242.1600000000004,0.7899999999999999
27369,10559.0,Dark Summit,XB,2001.0,Sports,THQ,0.08,0.02,0.0,0.0,0.1,00s,,242.2400000000004,0.7899999999999999
27410,12261.0,Kabuki Warriors,XB,2001.0,Action,Genki,0.05,0.01,0.0,0.0,0.06,00s,,242.29000000000042,0.7899999999999999
27411,12321.0,F1 2001,XB,2001.0,Racing,Electronic Arts,0.05,0.01,0.0,0.0,0.06,00s,,242.34000000000043,0.7899999999999999
27510,465.0,Tom Clancy's Splinter Cell,XB,2002.0,Action,Ubisoft,1.85,1.04,0.0,0.13,3.02,00s,,244.19000000000042,0.7899999999999999
27515,508.0,The Elder Scrolls III: Morrowind,XB,2002.0,Role-Playing,Ubisoft,2.09,0.63,0.03,0.11,2.86,00s,,246.28000000000043,0.82
27527,789.0,Project Gotham Racing (JP weekly sales),XB,2002.0,Action,Microsoft Game Studios,1.54,0.44,0.04,0.07,2.1,00s,,247.82000000000042,0.86
27538,996.0,Tom Clancy's Ghost Recon,XB,2002.0,Shooter,Ubisoft,1.23,0.46,0.0,0.07,1.76,00s,,249.0500000000004,0.86
27553,1270.0,Medal of Honor: Frontline,XB,2002.0,Shooter,Electronic Arts,1.0,0.43,0.0,0.06,1.49,00s,,250.0500000000004,0.86
27557,1382.0,Spider-Man: The Movie,XB,2002.0,Action,Activision,1.07,0.28,0.0,0.05,1.4,00s,,251.1200000000004,0.86
27570,1616.0,Crash Bandicoot: The Wrath of Cortex,XB,2002.0,Platform,Universal Interactive,0.59,0.57,0.0,0.07,1.23,00s,,251.7100000000004,0.86
27579,1803.0,MechAssault,XB,2002.0,Simulation,Microsoft Game Studios,1.01,0.1,0.0,0.03,1.13,00s,,252.7200000000004,0.86
27590,2169.0,Mortal Kombat: Deadly Alliance,XB,2002.0,Fighting,Midway Games,0.77,0.15,0.0,0.04,0.96,00s,,253.4900000000004,0.86
27592,2225.0,Tony Hawk's Pro Skater 4,XB,2002.0,Sports,Activision,0.59,0.3,0.0,0.04,0.93,00s,,254.0800000000004,0.86
27596,2315.0,James Bond 007: Agent Under Fire,XB,2002.0,Shooter,Electronic Arts,0.65,0.22,0.0,0.03,0.9,00s,,254.73000000000042,0.86
27597,2402.0,Conflict: Desert Storm,XB,2002.0,Shooter,SCi,0.48,0.37,0.0,0.02,0.87,00s,,255.2100000000004,0.86
27602,2506.0,James Bond 007: Nightfire,XB,2002.0,Shooter,Electronic Arts,0.58,0.22,0.0,0.03,0.82,00s,,255.79000000000042,0.86
27603,2514.0,Need for Speed: Hot Pursuit 2,XB,2002.0,Racing,Electronic Arts,0.68,0.11,0.0,0.03,0.82,00s,,256.4700000000004,0.86
27615,2787.0,Unreal Championship,XB,2002.0,Shooter,Atari,0.59,0.12,0.0,0.03,0.74,00s,,257.0600000000004,0.86
27617,2836.0,Dead to Rights,XB,2002.0,Shooter,Electronic Arts,0.53,0.17,0.0,0.03,0.72,00s,,257.5900000000004,0.86
27619,2859.0,The Lord of the Rings: The Two Towers,XB,2002.0,Action,Electronic Arts,0.45,0.24,0.0,0.03,0.71,00s,,258.04000000000036,0.86
27620,2860.0,Madden NFL 2003,XB,2002.0,Sports,Electronic Arts,0.67,0.02,0.0,0.03,0.71,00s,,258.7100000000004,0.86
27633,3163.0,TimeSplitters 2,XB,2002.0,Shooter,Eidos Interactive,0.29,0.33,0.0,0.01,0.64,00s,,259.0000000000004,0.86
27635,3194.0,FIFA Soccer 2003,XB,2002.0,Sports,Electronic Arts,0.2,0.4,0.0,0.04,0.63,00s,,259.2000000000004,0.86
27639,3290.0,NFL Fever 2003,XB,2002.0,Sports,Microsoft Game Studios,0.46,0.13,0.0,0.02,0.61,00s,,259.66000000000037,0.86
27651,3545.0,Wreckless: ThE YaKuza MisSiOns,XB,2002.0,Racing,Activision,0.42,0.11,0.02,0.02,0.57,00s,,260.0800000000004,0.88
27653,3551.0,RalliSport Challenge,XB,2002.0,Racing,Microsoft Game Studios,0.39,0.16,0.0,0.02,0.57,00s,,260.47000000000037,0.88
27656,3607.0,Blinx: The Time Sweeper,XB,2002.0,Platform,Microsoft Game Studios,0.39,0.15,0.0,0.02,0.56,00s,,260.86000000000035,0.88
27657,3641.0,WWF Raw,XB,2002.0,Fighting,THQ,0.4,0.13,0.0,0.02,0.55,00s,,261.26000000000033,0.88
27658,3663.0,Tony Hawk's Pro Skater 3,XB,2002.0,Sports,Activision,0.34,0.18,0.0,0.02,0.55,00s,,261.6000000000003,0.88
27661,3681.0,Turok: Evolution,XB,2002.0,Shooter,Acclaim Entertainment,0.39,0.14,0.0,0.02,0.55,00s,,261.9900000000003,0.88
27663,3793.0,The Lord of the Rings: The Fellowship of the Ring,XB,2002.0,Action,Universal Interactive,0.31,0.19,0.0,0.03,0.53,00s,,262.3000000000003,0.88
27666,3841.0,NCAA Football 2003,XB,2002.0,Sports,Electronic Arts,0.39,0.11,0.0,0.02,0.52,00s,,262.6900000000003,0.88
27668,3875.0,NFL 2K3,XB,2002.0,Sports,Sega,0.38,0.11,0.0,0.02,0.52,00s,,263.0700000000003,0.88
27679,4068.0,Pac-Man World 2,XB,2002.0,Action,Namco Bandai Games,0.36,0.11,0.0,0.02,0.49,00s,,263.4300000000003,0.88
27695,4434.0,Tiger Woods PGA Tour 2003,XB,2002.0,Sports,Electronic Arts,0.35,0.08,0.0,0.01,0.44,00s,,263.7800000000003,0.88
27700,4492.0,Star Wars: Jedi Starfighter,XB,2002.0,Simulation,Activision,0.35,0.07,0.0,0.02,0.44,00s,,264.13000000000034,0.88
27706,4619.0,Test Drive,XB,2002.0,Racing,Atari,0.35,0.05,0.0,0.02,0.42,00s,,264.48000000000036,0.88
27716,4902.0,The House of The Dead III,XB,2002.0,Shooter,Sega,0.29,0.08,0.0,0.01,0.39,00s,,264.7700000000004,0.88
27725,5047.0,Hunter: The Reckoning,XB,2002.0,Action,Interplay,0.28,0.08,0.0,0.01,0.38,00s,,265.05000000000035,0.88
27726,5100.0,NBA Inside Drive 2002,XB,2002.0,Sports,Microsoft Game Studios,0.28,0.08,0.0,0.01,0.37,00s,,265.3300000000003,0.88
27733,5250.0,Harry Potter and the Chamber of Secrets,XB,2002.0,Action,Electronic Arts,0.27,0.08,0.0,0.01,0.36,00s,,265.6000000000003,0.88
27740,5417.0,Spy Hunter,XB,2002.0,Racing,Midway Games,0.25,0.07,0.0,0.01,0.34,00s,,265.8500000000003,0.88
27748,5665.0,NBA 2K3,XB,2002.0,Sports,Sega,0.24,0.07,0.0,0.01,0.32,00s,,266.0900000000003,0.88
27751,5696.0,Shenmue II,XB,2002.0,Adventure,Microsoft Game Studios,0.22,0.08,0.0,0.01,0.32,00s,,266.31000000000034,0.88
27752,5723.0,NBA Inside Drive 2003,XB,2002.0,Sports,Microsoft Game Studios,0.23,0.07,0.0,0.01,0.31,00s,,266.54000000000036,0.88
27757,5813.0,Bruce Lee: Quest of the Dragon,XB,2002.0,Fighting,Universal Interactive,0.23,0.07,0.0,0.01,0.31,00s,,266.7700000000004,0.88
27765,5977.0,Outlaw Golf,XB,2002.0,Sports,TDK Mediactive,0.22,0.06,0.0,0.01,0.29,00s,,266.9900000000004,0.88
27771,6128.0,Street Hoops,XB,2002.0,Sports,Activision,0.21,0.06,0.0,0.01,0.28,00s,,267.2000000000004,0.88
27787,6376.0,NASCAR Thunder 2003,XB,2002.0,Racing,Electronic Arts,0.2,0.06,0.0,0.01,0.27,00s,,267.4000000000004,0.88
27789,6406.0,Knockout Kings 2002,XB,2002.0,Sports,Electronic Arts,0.2,0.06,0.0,0.01,0.27,00s,,267.60000000000036,0.88
27792,6457.0,Panzer Dragoon Orta,XB,2002.0,Shooter,Sega,0.16,0.05,0.04,0.01,0.26,00s,,267.7600000000004,0.92
27805,6593.0,All-Star Baseball 2003,XB,2002.0,Sports,Acclaim Entertainment,0.19,0.06,0.0,0.01,0.26,00s,,267.9500000000004,0.92
27809,6638.0,Triple Play 2002,XB,2002.0,Sports,Electronic Arts,0.19,0.05,0.0,0.01,0.25,00s,,268.1400000000004,0.92
27819,6815.0,Genma Onimusha,XB,2002.0,Action,Capcom,0.14,0.04,0.05,0.01,0.24,00s,,268.28000000000037,0.9700000000000001
27822,6973.0,Buffy the Vampire Slayer,XB,2002.0,Action,Electronic Arts,0.18,0.05,0.0,0.01,0.23,00s,,268.4600000000004,0.9700000000000001
27823,6992.0,World Series Baseball,XB,2002.0,Sports,Sega,0.17,0.05,0.0,0.01,0.23,00s,,268.6300000000004,0.9700000000000001
27838,7241.0,Nickelodeon Party Blast,XB,2002.0,Misc,Infogrames,0.16,0.05,0.0,0.01,0.22,00s,,268.7900000000004,0.9700000000000001
27847,7360.0,BloodRayne,XB,2002.0,Shooter,Universal Interactive,0.16,0.05,0.0,0.01,0.21,00s,,268.95000000000044,0.9700000000000001
27851,7443.0,JSRF: Jet Set Radio Future,XB,2002.0,Action,Sega,0.13,0.04,0.03,0.01,0.21,00s,,269.08000000000044,1.0
27853,7464.0,NHL 2003,XB,2002.0,Sports,Electronic Arts,0.15,0.04,0.0,0.01,0.21,00s,,269.2300000000004,1.0
27859,7529.0,Crazy Taxi 3: High Roller,XB,2002.0,Racing,Sega,0.14,0.04,0.02,0.01,0.2,00s,,269.3700000000004,1.02
27860,7556.0,MLB SlugFest 20-03,XB,2002.0,Sports,Midway Games,0.15,0.04,0.0,0.01,0.2,00s,,269.5200000000004,1.02
27861,7581.0,NBA 2K2,XB,2002.0,Sports,Sega,0.15,0.04,0.0,0.01,0.2,00s,,269.67000000000036,1.02
27864,7645.0,Mat Hoffman's Pro BMX 2,XB,2002.0,Sports,Activision,0.15,0.04,0.0,0.01,0.2,00s,,269.82000000000033,1.02
27869,7709.0,The Thing,XB,2002.0,Adventure,Vivendi Games,0.15,0.04,0.0,0.01,0.2,00s,,269.9700000000003,1.02
27870,7716.0,Baldur's Gate: Dark Alliance,XB,2002.0,Role-Playing,Virgin Interactive,0.15,0.04,0.0,0.01,0.2,00s,,270.1200000000003,1.02
27871,7719.0,UFC: Tapout,XB,2002.0,Fighting,Crave Entertainment,0.14,0.05,0.0,0.01,0.2,00s,,270.2600000000003,1.02
27873,7741.0,Big Mutha Truckers,XB,2002.0,Racing,Empire Interactive,0.15,0.04,0.0,0.01,0.19,00s,,270.41000000000025,1.02
27879,7849.0,2002 FIFA World Cup,XB,2002.0,Sports,Electronic Arts,0.14,0.04,0.0,0.01,0.19,00s,,270.55000000000024,1.02
27886,7968.0,Sega GT 2002,XB,2002.0,Racing,Sega,0.12,0.03,0.03,0.01,0.19,00s,,270.67000000000024,1.05
27887,7973.0,Blood Omen 2,XB,2002.0,Action,Eidos Interactive,0.14,0.04,0.0,0.01,0.19,00s,,270.81000000000023,1.05
27889,7989.0,Star Wars: The Clone Wars & Tetris Worlds,XB,2002.0,Misc,Microsoft Game Studios,0.14,0.04,0.0,0.01,0.19,00s,,270.9500000000002,1.05
27890,8020.0,Ty the Tasmanian Tiger,XB,2002.0,Platform,Electronic Arts,0.14,0.04,0.0,0.01,0.18,00s,,271.0900000000002,1.05
27891,8047.0,Monopoly Party,XB,2002.0,Misc,Infogrames,0.14,0.04,0.0,0.01,0.18,00s,,271.2300000000002,1.05
27899,8203.0,NFL 2K2,XB,2002.0,Sports,Sega,0.13,0.04,0.0,0.01,0.18,00s,,271.3600000000002,1.05
27905,8388.0,Gunvalkyrie,XB,2002.0,Shooter,Infogrames,0.13,0.04,0.0,0.01,0.17,00s,,271.4900000000002,1.05
27907,8415.0,Gauntlet: Dark Legacy,XB,2002.0,Action,Midway Games,0.13,0.04,0.0,0.01,0.17,00s,,271.6200000000002,1.05
27925,8771.0,The Terminator: Dawn of Fate,XB,2002.0,Action,Atari,0.11,0.03,0.0,0.01,0.15,00s,,271.7300000000002,1.05
27926,8818.0,Serious Sam,XB,2002.0,Shooter,Take-Two Interactive,0.11,0.03,0.0,0.01,0.15,00s,,271.8400000000002,1.05
27929,8872.0,Rocky,XB,2002.0,Fighting,Rage Software,0.11,0.03,0.0,0.01,0.15,00s,,271.9500000000002,1.05
27938,9080.0,NCAA College Basketball 2K3,XB,2002.0,Sports,Sega,0.11,0.03,0.0,0.01,0.14,00s,,272.06000000000023,1.05
27939,9104.0,NFL Blitz 20-03,XB,2002.0,Sports,Midway Games,0.11,0.03,0.0,0.01,0.14,00s,,272.17000000000024,1.05
27949,9191.0,Enclave,XB,2002.0,Adventure,Swing! Entertainment,0.11,0.03,0.0,0.01,0.14,00s,,272.28000000000026,1.05
27956,9261.0,Marvel vs. Capcom 2: New Age of Heroes,XB,2002.0,Fighting,Capcom,0.09,0.03,0.01,0.0,0.14,00s,,272.37000000000023,1.06
27960,9326.0,Legends of Wrestling,XB,2002.0,Fighting,Acclaim Entertainment,0.1,0.03,0.0,0.0,0.14,00s,,272.47000000000025,1.06
27962,9353.0,Blade II,XB,2002.0,Action,Activision,0.1,0.03,0.0,0.0,0.13,00s,,272.5700000000003,1.06
27964,9404.0,Superman: The Man of Steel,XB,2002.0,Action,Atari,0.1,0.03,0.0,0.0,0.13,00s,,272.6700000000003,1.06
27968,9487.0,Shrek Super Party,XB,2002.0,Misc,TDK Mediactive,0.1,0.03,0.0,0.0,0.13,00s,,272.7700000000003,1.06
27970,9500.0,NightCaster,XB,2002.0,Action,Microsoft Game Studios,0.1,0.03,0.0,0.0,0.13,00s,,272.87000000000035,1.06
27972,9526.0,Otogi: Myth of Demons,XB,2002.0,Action,Sega,0.08,0.02,0.03,0.0,0.13,00s,,272.95000000000033,1.09
27981,9623.0,Burnout,XB,2002.0,Racing,Acclaim Entertainment,0.09,0.03,0.0,0.0,0.13,00s,,273.0400000000003,1.09
27982,9645.0,Quantum Redshift,XB,2002.0,Racing,Microsoft Game Studios,0.09,0.03,0.0,0.0,0.13,00s,,273.1300000000003,1.09
27983,9649.0,Legends of Wrestling II,XB,2002.0,Fighting,Acclaim Entertainment,0.09,0.03,0.0,0.0,0.13,00s,,273.22000000000025,1.09
27989,9768.0,Chase: Hollywood Stunt Driver,XB,2002.0,Racing,BAM! Entertainment,0.09,0.03,0.0,0.0,0.12,00s,,273.31000000000023,1.09
27997,9988.0,NHL 2K3,XB,2002.0,Sports,Sega,0.09,0.02,0.0,0.0,0.12,00s,,273.4000000000002,1.09
28000,10005.0,SplashDown,XB,2002.0,Racing,Atari,0.09,0.02,0.0,0.0,0.11,00s,,273.4900000000002,1.09
28001,10021.0,ToeJam & Earl III: Mission to Earth,XB,2002.0,Action,Sega,0.09,0.02,0.0,0.0,0.11,00s,,273.58000000000015,1.09
28006,10111.0,NHL Hitz 20-03,XB,2002.0,Sports,Midway Games,0.08,0.02,0.0,0.0,0.11,00s,,273.66000000000014,1.09
28007,10112.0,Murakumo: Renegade Mech Pursuit,XB,2002.0,Shooter,From Software,0.04,0.01,0.06,0.0,0.11,00s,,273.70000000000016,1.1500000000000001
28008,10117.0,Gun Metal,XB,2002.0,Shooter,Rage Software,0.08,0.02,0.0,0.0,0.11,00s,,273.78000000000014,1.1500000000000001
28022,10255.0,Outlaw Golf: Nine Holes of Christmas,XB,2002.0,Sports,Simon & Schuster Interactive,0.08,0.02,0.0,0.0,0.11,00s,,273.8600000000001,1.1500000000000001
28023,10257.0,X-Men: Next Dimension,XB,2002.0,Fighting,Activision,0.08,0.02,0.0,0.0,0.11,00s,,273.9400000000001,1.1500000000000001
28026,10290.0,BMX XXX,XB,2002.0,Sports,Acclaim Entertainment,0.08,0.02,0.0,0.0,0.11,00s,,274.0200000000001,1.1500000000000001
28039,10617.0,Kelly Slater's Pro Surfer,XB,2002.0,Sports,Activision,0.08,0.02,0.0,0.0,0.1,00s,,274.1000000000001,1.1500000000000001
28041,10672.0,Sneakers,XB,2002.0,Puzzle,Microsoft Game Studios,0.07,0.02,0.0,0.0,0.1,00s,,274.1700000000001,1.1500000000000001
28043,10750.0,Reign of Fire,XB,2002.0,Shooter,BAM! Entertainment,0.07,0.02,0.0,0.0,0.1,00s,,274.24000000000007,1.1500000000000001
28046,10793.0,Steel Battalion,XB,2002.0,Simulation,Microsoft Game Studios,0.05,0.02,0.02,0.0,0.1,00s,,274.2900000000001,1.1700000000000002
28047,10808.0,MX SuperFly featuring Ricky Carmichael,XB,2002.0,Racing,THQ,0.07,0.02,0.0,0.0,0.1,00s,,274.36000000000007,1.1700000000000002
28048,10814.0,Minority Report: Everybody Runs,XB,2002.0,Action,Activision,0.07,0.02,0.0,0.0,0.1,00s,,274.43000000000006,1.1700000000000002
28050,10834.0,Whacked!,XB,2002.0,Misc,Microsoft Game Studios,0.07,0.02,0.0,0.0,0.09,00s,,274.50000000000006,1.1700000000000002
28052,10849.0,NFL Blitz 20-02,XB,2002.0,Sports,Midway Games,0.07,0.02,0.0,0.0,0.09,00s,,274.57000000000005,1.1700000000000002
28054,10874.0,MotoGP,XB,2002.0,Racing,THQ,0.07,0.02,0.0,0.0,0.09,00s,,274.64000000000004,1.1700000000000002
28059,10973.0,New Legends,XB,2002.0,Action,THQ,0.07,0.02,0.0,0.0,0.09,00s,,274.71000000000004,1.1700000000000002
28067,11083.0,Defender,XB,2002.0,Misc,Midway Games,0.07,0.02,0.0,0.0,0.09,00s,,274.78000000000003,1.1700000000000002
28069,11119.0,Transworld Snowboarding,XB,2002.0,Sports,Atari,0.07,0.02,0.0,0.0,0.09,00s,,274.85,1.1700000000000002
28071,11125.0,Crimson Sea,XB,2002.0,Action,Tecmo Koei,0.04,0.01,0.04,0.0,0.09,00s,,274.89000000000004,1.2100000000000002
28076,11298.0,Prisoner of War,XB,2002.0,Adventure,Atari,0.06,0.02,0.0,0.0,0.08,00s,,274.95000000000005,1.2100000000000002
28087,11550.0,Fireblade,XB,2002.0,Action,Midway Games,0.06,0.02,0.0,0.0,0.08,00s,,275.01000000000005,1.2100000000000002
28096,11657.0,Frogger Beyond,XB,2002.0,Platform,Konami Digital Entertainment,0.06,0.02,0.0,0.0,0.08,00s,,275.07000000000005,1.2100000000000002
28101,11727.0,Dynasty Warriors 3,XB,2002.0,Action,THQ,0.06,0.02,0.0,0.0,0.08,00s,,275.13000000000005,1.2100000000000002
28107,11833.0,Commandos 2: Men of Courage,XB,2002.0,Strategy,Eidos Interactive,0.05,0.02,0.0,0.0,0.07,00s,,275.18000000000006,1.2100000000000002
28108,11839.0,Maximum Chase,XB,2002.0,Racing,Microsoft Game Studios,0.05,0.02,0.0,0.0,0.07,00s,,275.2300000000001,1.2100000000000002
28109,11882.0,Circus Maximus: Chariot Wars,XB,2002.0,Racing,THQ,0.05,0.02,0.0,0.0,0.07,00s,,275.2800000000001,1.2100000000000002
28110,11911.0,James Cameron's Dark Angel,XB,2002.0,Action,Vivendi Games,0.05,0.02,0.0,0.0,0.07,00s,,275.3300000000001,1.2100000000000002
28114,11947.0,Loons: The Fight For Fame,XB,2002.0,Action,Atari,0.05,0.02,0.0,0.0,0.07,00s,,275.3800000000001,1.2100000000000002
28115,11951.0,Totaled!,XB,2002.0,Racing,Rage Software,0.05,0.02,0.0,0.0,0.07,00s,,275.4300000000001,1.2100000000000002
28116,11975.0,Taz Wanted,XB,2002.0,Platform,Atari,0.05,0.02,0.0,0.0,0.07,00s,,275.48000000000013,1.2100000000000002
28128,12269.0,Pirates: The Legend of Black Kat,XB,2002.0,Adventure,Electronic Arts,0.05,0.01,0.0,0.0,0.06,00s,,275.53000000000014,1.2100000000000002
28130,12284.0,Aggressive Inline,XB,2002.0,Sports,Acclaim Entertainment,0.05,0.01,0.0,0.0,0.06,00s,,275.58000000000015,1.2100000000000002
28134,12354.0,Deathrow: Underground Team Combat,XB,2002.0,Sports,Ubisoft,0.05,0.01,0.0,0.0,0.06,00s,,275.63000000000017,1.2100000000000002
28146,12659.0,Myst III: Exile,XB,2002.0,Adventure,Ubisoft,0.04,0.01,0.0,0.0,0.06,00s,,275.6700000000002,1.2100000000000002
28147,12667.0,Fatal Frame,XB,2002.0,Action,Tecmo Koei,0.04,0.01,0.0,0.0,0.06,00s,,275.7100000000002,1.2100000000000002
28151,12750.0,Dr. Muto,XB,2002.0,Platform,Midway Games,0.04,0.01,0.0,0.0,0.06,00s,,275.7500000000002,1.2100000000000002
28156,12815.0,SeaBlade,XB,2002.0,Shooter,TDK Mediactive,0.04,0.01,0.0,0.0,0.06,00s,,275.79000000000025,1.2100000000000002
28161,12867.0,Sega Soccer Slam,XB,2002.0,Sports,Sega,0.04,0.01,0.0,0.0,0.05,00s,,275.83000000000027,1.2100000000000002
28166,12904.0,Zapper: One Wicked Cricket!,XB,2002.0,Platform,Infogrames,0.04,0.01,0.0,0.0,0.05,00s,,275.8700000000003,1.2100000000000002
